,CollectionDate,WorkerID,SchoolName,LastUpdate,DailyNewCases,WeeklyNewCases,ActiveCases,CumulativeCases,DailyNewTests,WeeklyNewTests,TotalTests,Comments
11,2020-10-30,A3PYB8Z6FFWSOV,Bowdoin College,10/29/2020,0,,0,4,,2543,25490,
12,2020-10-30,A3PYB8Z6FFWSOV,Brown,,,11,,41,,10138,87567,
13,2020-10-30,A3PYB8Z6FFWSOV,Bryn Mawr,,,,,,,,2983,
14,2020-10-30,A3PYB8Z6FFWSOV,Bucknell,,,0,10,29,,1709,35853,
15,2020-10-30,A3PYB8Z6FFWSOV,Butler,,,,9,173,,,7805,
16,2020-10-30,A3PYB8Z6FFWSOV,California Institute of Technology ,10/29/2020,,,,29,,,,
17,2020-10-30,A3PYB8Z6FFWSOV,Cal Poly,10/29/2020,4,,,255,,,,
18,2020-10-30,A3PYB8Z6FFWSOV,Carnegie Mellon,10/30/2020,,3,,102,,409,,
19,2020-10-30,A3PYB8Z6FFWSOV,Case Western Reserve University,,,6,,62,,547,6102,
20,2020-10-30,A3PYB8Z6FFWSOV,Central Michigan University,,6,19,24,378,,,,
21,2020-10-30,A3PYB8Z6FFWSOV,Centre College,,,2,,27,,287,5629,
22,2020-10-30,A3PYB8Z6FFWSOV,Clemson,10/26/2020,,151,,4725,,10395,,
23,2020-10-30,A3PYB8Z6FFWSOV,Colgate,,,,1,,49,,8881,
24,2020-10-30,A3PYB8Z6FFWSOV,College of Charleston,10/29/2020,,,4,440,,,,
25,2020-10-30,A3PYB8Z6FFWSOV,College of William and Mary,,,,,,,760,25974,
26,2020-10-30,A3PYB8Z6FFWSOV,College of Saint Benedict/ Saint John's University,,18,,,256,25,,,
27,2020-10-30,A3PYB8Z6FFWSOV,College of Wooster,10/26/2020,,14,,,,515,4214,
28,2020-10-30,A3PYB8Z6FFWSOV,Colorado School of Mines,,1,,9,89,,,12847,
0,2020-10-29,A3209D1227UCYP,Columbia,10/19/2020,,6,,30,,4408,39483,
1,2020-10-29,A3209D1227UCYP,Cornell,10/27/2020,0,6,,,5690,34962,,"They don't have any cumulative data (cases or tests) listed on the dashboard. I tried to look at other sites, but couldn't find the data anywhere."
2,2020-10-29,A3209D1227UCYP,Creighton,10/24/2020,,60,,425,,993,,There is no data on total tests on the dashboard. 
3,2020-10-29,A3209D1227UCYP,Dartmouth,10/28/2020,,0,2,15,,2065,34763,
4,2020-10-29,A3209D1227UCYP,Drexel,10/25/2020,,7,,17,,461,1090,
5,2020-10-29,A3209D1227UCYP,Duke,10/23/2020,,21,28,148,,15378,118178,
6,2020-10-29,A3209D1227UCYP,Duquesne University,10/28/2020,26,,,156,,,,There seems to be no data about how many tests are administered daily/weekly/cumulative
7,2020-10-29,A3209D1227UCYP,Elon University,10/29/2020,54,,275,568,,,,No data on daily/weekly testing numbers
8,2020-10-29,A3209D1227UCYP,Emerson College,10/29/2020,0,4,,26,717,3460,35224,
9,2020-10-29,A3209D1227UCYP,Emory University,10/29/2020,,10,,223,,2513,27512,
10,2020-10-29,A3209D1227UCYP,Fairfield University,10/28/2020,8,,41,350,643,,9520,
11,2020-10-29,A3209D1227UCYP,Fordham University,10/27/2020,,7,,,,4645,,"They have only 2 week total new cases, not 1 week, so I wasn't sure what to do. I did enter that data in the weekly totals, since some data is better than zero. No cumulative data available either."
12,2020-10-29,A3209D1227UCYP,Framingham State University,10/27/2020,,0,,,,733,,"They only have 30 days data, so there is no number for cumulative. 30 days new cases = 3, 30 days total tests = 3352"
13,2020-10-29,A3209D1227UCYP,Florida State University,10/24/2020,,28,,1613,,1863,28221,
14,2020-10-29,A3209D1227UCYP,George Mason University,10/19/2020,5,7,15,103,,228,8746,
15,2020-10-29,A3209D1227UCYP,George Washington University,10/28/2020,1,,,66,655,,27529,
16,2020-10-29,A3209D1227UCYP,Georgia College,10/29/2020,2,,,747,,,,There is no data on daily/weekly/cumulative testing.
17,2020-10-29,A3209D1227UCYP,Georgia State University,10/16/2020,,8,,46,,435,2505,"There was no cumulative data listed, but it did have all weeks data since opening, so I just added them all together."
18,2020-10-29,A3209D1227UCYP,Georgia Tech,10/28/2020,12,,,994,1701,,102732,"There is a cumulative positive since March 2020 (1148), and a cumulative positive since August when school reopened. I put the latter, since I think this is the data you are after. "
19,2020-10-29,A3209D1227UCYP,Gonzaga,10/28/2020,,13,,111,,770,7439,
20,2020-10-29,A3209D1227UCYP,Grand Valley State University,10/29/2020,13,,75,344,,2240,20229,
21,2020-10-29,A3209D1227UCYP,Hamilton,10/28/2020,0,,7,,,419,46278,"This dashboard was a little confusing. I think the cumulative tests are correct, but it doesn't really specify. I couldn't find any cumulative positive data."
22,2020-10-29,A3209D1227UCYP,Harvard,10/29/2020,3,7,,85,1892,16265,150871,
23,2020-10-29,A3209D1227UCYP,Haverford College,10/27/2020,,0,1,5,,356,4458,"They do updates every 4 days, not daily or weekly. I added the data to the weekly section."
24,2020-10-29,A3209D1227UCYP,High Point University,,,,30,,,,,There is hardly any data on this dashboard. Not even a date. Only active cases.
25,2020-10-29,A3209D1227UCYP,Indiana University,10/28/2020,,92,,2170,,11336,104614,"They separated the mitigation testing from the symptomatic testing, so I added them together."
26,2020-10-29,A3209D1227UCYP,Iowa State University,10/26/2020,,42,,1244,,1010,39691,
27,2020-10-29,A3209D1227UCYP,Ithaca College,10/28/2020,,,7,34,,,12815,No daily or weekly data
28,2020-10-29,A3209D1227UCYP,James Madison University,10/29/2020,1,,15,1606,373,,5148,
0,2020-10-29,COPIEDA2WGPSHI8OV5N4,Columbia,10/19/2020,,6,,56,,4408,39483,
1,2020-10-29,COPIEDA2WGPSHI8OV5N4,Cornell,10/27/20,0,6,,116,5690,34462,282390,
2,2020-10-29,COPIEDA2WGPSHI8OV5N4,Creighton,10/24/2020,,35,,425,,60,5654,
3,2020-10-29,COPIEDA2WGPSHI8OV5N4,Dartmouth,10/28/2020,,0,2,10,,2065,34763,
4,2020-10-29,COPIEDA2WGPSHI8OV5N4,Drexel,10/26/2020,,7,,17,,461,1090,
5,2020-10-29,COPIEDA2WGPSHI8OV5N4,Duke,10/26/20,,21,,148,,15053,178118,
6,2020-10-29,COPIEDA2WGPSHI8OV5N4,Duquesne University,10/28/20,26,,,,,,,The site provides minimal information 
7,2020-10-29,COPIEDA2WGPSHI8OV5N4,Elon University,10/29/2020,55,,294,623,,408,2906,
8,2020-10-29,COPIEDA2WGPSHI8OV5N4,Emerson College,10/29/20,,4,,26,,3460,35224,
9,2020-10-29,COPIEDA2WGPSHI8OV5N4,Emory University,10/29/20,2,10,,223,27512,,37053,Hard to understand 
10,2020-10-29,COPIEDA2WGPSHI8OV5N4,Fairfield University,10/28/20,8,,15,350,643,,9520,
11,2020-10-29,COPIEDA2WGPSHI8OV5N4,Fordham University,10/29/20,0,0,,44,348,1634,21103,
12,2020-10-29,COPIEDA2WGPSHI8OV5N4,Framingham State University,10/27/20,0,0,,22,,733,6649,
13,2020-10-29,COPIEDA2WGPSHI8OV5N4,Florida State University,10/24/20,,28,,1613,,1863,28221,Easily understood dashboard
14,2020-10-29,COPIEDA2WGPSHI8OV5N4,George Mason University,10/19/20,5,,15,104,,228,8746,
15,2020-10-29,COPIEDA2WGPSHI8OV5N4,George Washington University,10/28/20,1,2,,66,655,2170,27529,
16,2020-10-29,COPIEDA2WGPSHI8OV5N4,Georgia College,10/29/20,2,6,,729,,,,No information on number of tests only positive results 
17,2020-10-29,COPIEDA2WGPSHI8OV5N4,Georgia State University,10/16/20,,8,,46,,435,2505,
18,2020-10-29,COPIEDA2WGPSHI8OV5N4,Georgia Tech,10/27/20,12,21,,998,,790,102732,
19,2020-10-29,COPIEDA2WGPSHI8OV5N4,Gonzaga,10/29/20,,2,7,113,,,7439,
20,2020-10-29,COPIEDA2WGPSHI8OV5N4,Grand Valley State University,10/29/20,13,27,75,344,,2240,20229,
21,2020-10-29,COPIEDA2WGPSHI8OV5N4,Hamilton,10/29/20,0,0,7,,46307,,,
22,2020-10-29,COPIEDA2WGPSHI8OV5N4,Harvard,10/28/20,3,7,,85,1892,8428,150871,Easy to follow dashboard 
23,2020-10-29,COPIEDA2WGPSHI8OV5N4,Haverford College,10/27/20,,0,1,5,,356,5758,
24,2020-10-29,COPIEDA2WGPSHI8OV5N4,High Point University,,,,30,,,,,Only active case data available
25,2020-10-29,COPIEDA2WGPSHI8OV5N4,Indiana University,10/28/20,,19,,3108,,229,104614,
26,2020-10-29,COPIEDA2WGPSHI8OV5N4,Iowa State University,10/26/20,,42,,1244,,1010,38447,
27,2020-10-29,COPIEDA2WGPSHI8OV5N4,Ithaca College,10/29/20,,,7,34,,,13150,
28,2020-10-29,COPIEDA2WGPSHI8OV5N4,James Madison University,10/28/20,1,,,1606,373,,5148,
0,2020-10-30,A8F6JFG0WSELT,Columbia,10/25/2020,,6,12,56,,4408,39483,
1,2020-10-30,A8F6JFG0WSELT,Cornell,11/06/2020,3,6,3,,5815,34879,,
2,2020-10-30,A8F6JFG0WSELT,Creighton,10/24/2020,,35,60,,,993,5654,
3,2020-10-30,A8F6JFG0WSELT,Dartmouth,10/29/2020,,0,3,16,,2864,35562,
4,2020-10-30,A8F6JFG0WSELT,Drexel,10/25/2020,,17,,17,,1090,461,
5,2020-10-30,A8F6JFG0WSELT,Duke,10/23/2020,,21,28,148,,15378,106846,
6,2020-10-30,A8F6JFG0WSELT,Duquesne University,10/29/2020,,,10,166,,,,
7,2020-10-30,A8F6JFG0WSELT,Elon University,10/30/2020,54,2776,294,623,,,,
8,2020-10-30,A8F6JFG0WSELT,Emerson College,10/29/2020,0,4,4,26,717,3460,35224,
9,2020-10-30,A8F6JFG0WSELT,Emory University,10/30/2020,,1,,226,,190,27512,
10,2020-10-30,A8F6JFG0WSELT,Fairfield University,10/28/2020,,,41,350,,,9520,
11,2020-10-30,A8F6JFG0WSELT,Fordham University,10/28/2020,,,,9,,,4684,
12,2020-10-30,A8F6JFG0WSELT,Framingham State University,10/27/2020,0,1,,22,720,1482,6648,
13,2020-10-30,A8F6JFG0WSELT,Florida State University,10/24/2020,,28,,1613,,1863,28221,
14,2020-10-30,A8F6JFG0WSELT,George Mason University,,,,,,,,,Details not available
15,2020-10-30,A8F6JFG0WSELT,George Washington University,10/28/2020,1,5,,66,655,3098,27529,
16,2020-10-30,A8F6JFG0WSELT,Georgia College,10/30/2020,0,6,,,,,,
17,2020-10-30,A8F6JFG0WSELT,Georgia State University,10/16/2020,,8,,46,,435,2505,
18,2020-10-30,A8F6JFG0WSELT,Georgia Tech,10/28/2020,,,,147,,,,Did not give clear information
19,2020-10-30,A8F6JFG0WSELT,Gonzaga,10/29/2020,,,8,114,,,7439,
20,2020-10-30,A8F6JFG0WSELT,Grand Valley State University,10/29/2020,,,75,,,,,Some details are giving in decimal values
21,2020-10-30,A8F6JFG0WSELT,Hamilton,10/28/2020,0,1,9,,,,,Did not give clear information
22,2020-10-30,A8F6JFG0WSELT,Harvard,10/29/2020,1,6,7,87,,,16559,
23,2020-10-30,A8F6JFG0WSELT,Haverford College,10/27/2020,,1,,5,,,5758,
24,2020-10-30,A8F6JFG0WSELT,High Point University,,,,30,,,,,Did not give clear information
25,2020-10-30,A8F6JFG0WSELT,Indiana University,10/28/2020,,92,,2170,,,101240,
26,2020-10-30,A8F6JFG0WSELT,Iowa State University,10/262020,,32,,1244,,,38447,
27,2020-10-30,A8F6JFG0WSELT,Ithaca College,10/29/2020,,,7,34,,,13150,
28,2020-10-30,A8F6JFG0WSELT,James Madison University,10/30/2020,1,,13,1607,58,,5206,
0,2020-10-30,A320QA9HJFUOZO,Johns Hopkins University,10/25/2020,,25,,138,,1580,8938,
1,2020-10-30,A320QA9HJFUOZO,Kansas State University,10/24/2020,,16,,904,,807,9872,
2,2020-10-30,A320QA9HJFUOZO,Kent State University,10/27/2020,,66,,348,,,,very limited data reporting
3,2020-10-30,A320QA9HJFUOZO,LaGrange College,n/a,,,4,20,,,,VERY limited data reporting
4,2020-10-30,A320QA9HJFUOZO,Lehigh University,10/29/2020,,17,29,252,,,10034,
5,2020-10-30,A320QA9HJFUOZO,Louisiana State University,10/28/2020,,,83,1211,,,10683,
6,2020-10-30,A320QA9HJFUOZO,Marquette University,10/29/2020,10,55,,450,33,,2984,
7,2020-10-30,A320QA9HJFUOZO,Massachusetts Institute of Technology,10/30/2020,0,7,,,,14050,,
8,2020-10-30,A320QA9HJFUOZO,Miami University (Oxford),10/30/2020,4,,123,2218,,,,
9,2020-10-30,A320QA9HJFUOZO,Middlebury College,10/30/2020,0,,0,2,,,10384,
10,2020-10-30,A320QA9HJFUOZO,Mississippi State University,10/30/2020,0,11,34,,28,321,,
11,2020-10-30,A320QA9HJFUOZO,Missouri State University,10/29/2020,4,17,,,,376,,
12,2020-10-30,A320QA9HJFUOZO,Michigan State University,10/30/2020,,13,,1730,,303,5349,
13,2020-10-30,A320QA9HJFUOZO,New Jersey Institute of Technology,10/30/2020,,3,,20,,,,Extremely limited data reporting
14,2020-10-30,A320QA9HJFUOZO,New York University,10/30/2020,0,10,,428,2142,11908,107606,
15,2020-10-30,A320QA9HJFUOZO,North Carolina State University,10/29/2020,1,13,,1214,,,18582,
16,2020-10-30,A320QA9HJFUOZO,Northeastern University,10/27/2020,2,,,160,5614,,316411,
17,2020-10-30,A320QA9HJFUOZO,Northern Arizona University,10/23/2020,,46,51,,,1563,,
18,2020-10-30,A320QA9HJFUOZO,Northwestern University,10/29/2020,,53,,,,4934,40938,
19,2020-10-30,A320QA9HJFUOZO,Ohio State University,10/29/2020,33,,,3598,3397,,176575,
20,2020-10-30,A320QA9HJFUOZO,Oklahoma State University,10/25/2020,1,43,115,1460,,656,,
21,2020-10-30,A320QA9HJFUOZO,Old Dominion University,10/26/2020,,11,,153,,673,5134,
22,2020-10-30,A320QA9HJFUOZO,Pace,10/29/2020,2,5,,81,0,558,7328,
23,2020-10-30,A320QA9HJFUOZO,Penn State University,10/25/2020,,41,276,3782,,,52364,
24,2020-10-30,A320QA9HJFUOZO,Purdue University,10/30/2020,60,273,397,1704,1481,6240,55893,
25,2020-10-30,A320QA9HJFUOZO,Reneslaer Polytechnic Institute ,10/28/2020,1,2,,10,,7214,64402,
26,2020-10-30,A320QA9HJFUOZO,Rice University,10/29/2020,5,9,,54,884,4673,50125,
27,2020-10-30,A320QA9HJFUOZO,Rochester Institute of Technology,10/29/2020,,12,,28,,,6490,
0,2020-10-29,ARLGZWN6W91WD,Rutgers University,10/24/2020,,32,,396,,4170,46735,
1,2020-10-29,ARLGZWN6W91WD,Saint Edward's University,10/23/2020,,5,,47,,,2215,Dashboard was missing a lot of information. 
2,2020-10-29,ARLGZWN6W91WD,Saint Martin's University,10/28/2020,,0,,,,,,"This school does not have any statistical data for COVID, there only number is 0 positive cases for 5 weeks which is data provided from the county. "
3,2020-10-29,ARLGZWN6W91WD,Sam Houston State University,10/28/2020,11,72,,,,,,No testing data available
4,2020-10-29,ARLGZWN6W91WD,Santa Clara University,10/23/2020,,1,,,,507,,"Does not have cumulative data, only the past 5 weeks"
5,2020-10-29,ARLGZWN6W91WD,Sewanee (University of the South),10/29/2020,0,2,,19,9,1671,17367,
6,2020-10-29,ARLGZWN6W91WD,Skidmore,10/26/2020,,0,2,,,2400,12992,
7,2020-10-29,ARLGZWN6W91WD,Saint Louis University,10/25/2020,0,20,,208,0,262,7183,
8,2020-10-29,ARLGZWN6W91WD,St. John's University,10/28/2020,,2,9,,,,,No testing data provided
9,2020-10-29,ARLGZWN6W91WD,Stanford University,10/25,0,3,,45,,5030,42750,
10,2020-10-29,ARLGZWN6W91WD,State University of New York,10/29/2020,11,123,,1435,8265,38349,28114,
11,2020-10-29,ARLGZWN6W91WD,Stevens Institute of Technology,,,,,,,,,"The latest information was from September 10, 2020 They tested 1213 and 0 positives. "
12,2020-10-29,ARLGZWN6W91WD,Susquehanna,10/23/2020,,0,0,14,,,,No testing data available. 
13,2020-10-29,ARLGZWN6W91WD,Syracuse University,10/28/2020,3,14,14,234,,16310,82797,"Weekly tests was actually the last 10 days, so I put that "
14,2020-10-29,ARLGZWN6W91WD,Temple University,10/28/2020,,71,74,676,,1230,15365,
15,2020-10-29,ARLGZWN6W91WD,Texas A&M,10/29/2020,20,100,129,,,2569,25180,
16,2020-10-29,ARLGZWN6W91WD,Texas State University,10/28/2020,2,12,25,732,,1356,,Only had 4 weeks of testing data
17,2020-10-29,ARLGZWN6W91WD,Texas Tech University,10/28/2020,,0,197,2165,,,,No testing data
18,2020-10-29,ARLGZWN6W91WD,Trinity College,10/29/2020,,5,7,95,,1982,31123,
19,2020-10-29,ARLGZWN6W91WD,Tufts University,10/28/2020,,5,,45,,14989,125398,
20,2020-10-29,ARLGZWN6W91WD,Tulane University,10/27/2020,5,24,,49,2567,10061,94040,
21,2020-10-29,ARLGZWN6W91WD,University of California Berkeley,10/29/2020,1,8,,241,469,6996,47902,
22,2020-10-29,ARLGZWN6W91WD,University of California San Diego,10/28/2020,0,5,,,1631,7665,39369,
23,2020-10-29,ARLGZWN6W91WD,University of Illinois Chicago,10/28/2020,,22,,347,,1296,28731,
24,2020-10-29,ARLGZWN6W91WD,University of North Carolina Chapel Hill,10/27/2020,2,6,,1281,,175,5222,
25,2020-10-29,ARLGZWN6W91WD,University of Alabama,10/23/2020,,213,,4747,,1647,,
26,2020-10-29,ARLGZWN6W91WD,University of Arkansas,10/28/2020,,21,44,1783,,,11977,no weekly or daily testing numbers
27,2020-10-29,ARLGZWN6W91WD,University at Buffalo,10/28/2020,,23,,576,,2793,,
28,2020-10-29,ARLGZWN6W91WD,University of California Riverside,10/28/2020,0,10,,90,,,6058,
0,2020-10-29,A1IZ4NX41GKU4X,Rutgers University,10/24/2020,,32,32,396,,4170,46735,
1,2020-10-29,A1IZ4NX41GKU4X,Saint Edward's University,10/23/2020,0,,,7,,,2215,
2,2020-10-29,A1IZ4NX41GKU4X,Saint Martin's University,10/28/2020,0,,0,2,,,400,
3,2020-10-29,A1IZ4NX41GKU4X,Sam Houston State University,10/28/2020,,72,,596,,,,There was no info on tests that were administered 
4,2020-10-29,A1IZ4NX41GKU4X,Santa Clara University,10/23/2020,,1,,15,,507,3216,
5,2020-10-29,A1IZ4NX41GKU4X,Sewanee (University of the South),10/30/2020,,2,2,32,,520,19743,
6,2020-10-29,A1IZ4NX41GKU4X,Skidmore,10/28/2020,,0,0,7,,1288,28736,
7,2020-10-29,A1IZ4NX41GKU4X,Saint Louis University,10/26/2020,0,,0,208,,,7183,
8,2020-10-29,A1IZ4NX41GKU4X,St. John's University,10/28/2020,,,9,30,,,,
9,2020-10-29,A1IZ4NX41GKU4X,Stanford University,10/25/2020,,3,,45,,5030,42750,
10,2020-10-29,A1IZ4NX41GKU4X,State University of New York,10/25/2020,,,,144,,,289114,
11,2020-10-29,A1IZ4NX41GKU4X,Stevens Institute of Technology,09/10/2020,,,,0,,,1213,
12,2020-10-29,A1IZ4NX41GKU4X,Susquehanna,10/29/2020,,,0,14,,,2133,
13,2020-10-29,A1IZ4NX41GKU4X,Syracuse University,10/27/2020,,,14,234,,16310,82797,
14,2020-10-29,A1IZ4NX41GKU4X,Temple University,10/29/2020,,71,67,676,,1230,15365,
15,2020-10-29,A1IZ4NX41GKU4X,Texas A&M,10/26/2020,20,137,20,1958,,2432,23222,
16,2020-10-29,A1IZ4NX41GKU4X,Texas State University,10/28/2020,,12,25,780,,1356,,
17,2020-10-29,A1IZ4NX41GKU4X,Texas Tech University,10/28/2020,,,197,2165,,,,
18,2020-10-29,A1IZ4NX41GKU4X,Trinity College,10/29/2020,,5,7,90,,1982,37161,
19,2020-10-29,A1IZ4NX41GKU4X,Tufts University,10/26/2020,,5,,48,,14989,125398,
20,2020-10-29,A1IZ4NX41GKU4X,Tulane University,10/28/2020,1,,50,930,,,94590,
21,2020-10-29,A1IZ4NX41GKU4X,University of California Berkeley,10/28/2020,,2,,241,,1602,47902,
22,2020-10-29,A1IZ4NX41GKU4X,University of California San Diego,10/28/2020,0,5,,165,1631,,50807,
23,2020-10-29,A1IZ4NX41GKU4X,University of Illinois Chicago,10/25/2020,,16,,347,,1296,28558,
24,2020-10-29,A1IZ4NX41GKU4X,University of North Carolina Chapel Hill,10/28/2020,,2,,1281,,175,5222,
25,2020-10-29,A1IZ4NX41GKU4X,University of Alabama,10/23/2030,,7,,390,,15147,46150,
26,2020-10-29,A1IZ4NX41GKU4X,University of Arkansas,10/28/2020,,44,44,752,,1739,11977,
27,2020-10-29,A1IZ4NX41GKU4X,University at Buffalo,10/28/2020,,23,,576,,2793,7121,
28,2020-10-29,A1IZ4NX41GKU4X,University of California Riverside,,,,,90,,,6058,
0,2020-10-30,A4W9APAHFWVLO,Rutgers University,10/24/2020,,32,,396,,4170,46735,
1,2020-10-30,A4W9APAHFWVLO,Saint Edward's University,10/23/2020,,,,7,,,2215,
