,Unnamed: 0,School,Cases,County,State,Date
2050,2050,Alabama A&M University,8,Huntsville,Alabama,09-10-2020
2051,2051,Athens State University,2,Athens,Alabama,09-10-2020
2052,2052,Auburn University*,"1,074",Auburn,Alabama,09-10-2020
2053,2053,Auburn University at Montgomery,2,Montgomery,Alabama,09-10-2020
2054,2054,Jacksonville State University,219,Jacksonville,Alabama,09-10-2020
2055,2055,Samford University,95,Birmingham,Alabama,09-10-2020
2056,2056,Troy University,40,Troy,Alabama,09-10-2020
2057,2057,Troy University Dothan,6,Dothan,Alabama,09-10-2020
2058,2058,Troy University Montgomery,3,Montgomery,Alabama,09-10-2020
2059,2059,Troy University-Phenix City Campus,5,Phenix,Alabama,09-10-2020
2060,2060,Tuskegee University,24,Tuskeegee,Alabama,09-10-2020
2061,2061,University of Alabama,"1,367",Tuscaloosa,Alabama,09-10-2020
2062,2062,University of Alabama at Birmingham*,"1,027",Birmingham,Alabama,09-10-2020
2063,2063,University of Alabama in Huntsville,17,Huntsville,Alabama,09-10-2020
2064,2064,University of Montevallo,35,Montevallo,Alabama,09-10-2020
2065,2065,University of North Alabama,63,Florence,Alabama,09-10-2020
2066,2066,University of South Alabama,106,Mobile,Alabama,09-10-2020
2067,2067,University of Alaska Anchorage,3,Anchorage,Alaska,09-10-2020
2068,2068,University of Alaska Fairbanks,30,Fairbanks,Alaska,09-10-2020
2069,2069,University of Alaska Southeast,1,Juneau,Alaska,09-10-2020
2070,2070,Arizona State University,375,Tempe,Arizona,09-10-2020
2071,2071,Embry-Riddle Aeronautical University at Prescott,11,Prescott,Arizona,09-10-2020
2072,2072,Grand Canyon University,43,Phoenix,Arizona,09-10-2020
2073,2073,Midwestern University at Glendale,54,Glendale,Arizona,09-10-2020
2074,2074,Northern Arizona University,19,Flagstaff,Arizona,09-10-2020
2075,2075,University of Arizona,142,Tucson,Arizona,09-10-2020
2076,2076,Arkansas State University,41,Jonesboro,Arkansas,09-10-2020
2077,2077,Arkansas Tech University,6,Russellville,Arkansas,09-10-2020
2078,2078,Harding University,1,Searcy,Arkansas,09-10-2020
2079,2079,Henderson State University,14,Arkadelphia,Arkansas,09-10-2020
2080,2080,Hendrix College,1,Conway,Arkansas,09-10-2020
2081,2081,John Brown University,18,Siloam Springs,Arkansas,09-10-2020
2082,2082,Lyon College,4,Batesville,Arkansas,09-10-2020
2083,2083,National Park College,2,Hot Springs,Arkansas,09-10-2020
2084,2084,NorthWest Arkansas Community College,2,Bentonville,Arkansas,09-10-2020
2085,2085,Southern Arkansas University,70,Magnolia,Arkansas,09-10-2020
2086,2086,University of Arkansas,41,Fayetteville,Arkansas,09-10-2020
2087,2087,University of Arkansas Community College Rich Mountain,2,Mena,Arkansas,09-10-2020
2088,2088,University of Arkansas at Pine Bluff,24,Pine Bluff,Arkansas,09-10-2020
2089,2089,University of Central Arkansas,23,Conway,Arkansas,09-10-2020
2090,2090,University of the Ozarks,30,Clarksville,Arkansas,09-10-2020
2091,2091,Antelope Valley College,5,Lancaster,California,09-10-2020
2092,2092,Biola University,2,La Mirada,California,09-10-2020
2093,2093,California Institute of Technology,21,Pasadena,California,09-10-2020
2094,2094,California Lutheran University,4,Thousand Oaks,California,09-10-2020
2095,2095,"California Polytechnic State University, San Luis Obispo",57,San Luis Obispo,California,09-10-2020
2096,2096,"California State Polytechnic University, Pomona",12,Pomona,California,09-10-2020
2097,2097,California State University Maritime Academy,3,Vallejo,California,09-10-2020
2098,2098,"California State University, Bakersfield",3,Bakersfield,California,09-10-2020
2099,2099,"California State University, Channel Islands",1,Camarillo,California,09-10-2020
2100,2100,"California State University, Chico",78,Chico,California,09-10-2020
2101,2101,"California State University, Dominguez Hills",8,Carson,California,09-10-2020
2102,2102,"California State University, East Bay",16,Hayward,California,09-10-2020
2103,2103,"California State University, Long Beach",71,Long Beach,California,09-10-2020
2104,2104,"California State University, Los Angeles",65,Los Angeles,California,09-10-2020
2105,2105,"California State University, Monterey Bay",2,Marina,California,09-10-2020
2106,2106,"California State University, Northridge",26,Los Angeles,California,09-10-2020
2107,2107,"California State University, Sacramento",20,Sacramento,California,09-10-2020
2108,2108,"California State University, San Bernardino",4,San Bernardino,California,09-10-2020
2109,2109,"California State University, San Marcos",7,San Marcos,California,09-10-2020
2110,2110,Concordia University Irvine,2,Irvine,California,09-10-2020
2111,2111,Cypress College,8,Cypress,California,09-10-2020
2112,2112,Fresno State University,20,Fresno,California,09-10-2020
2113,2113,Harvey Mudd College,5,Claremont,California,09-10-2020
2114,2114,Holy Names University,1,Oakland,California,09-10-2020
2115,2115,Humboldt State University,7,Arcata,California,09-10-2020
2116,2116,Los Angeles Community College District,161,Los Angeles,California,09-10-2020
2117,2117,Loyola Marymount University,1,Los Angeles,California,09-10-2020
2118,2118,Menlo College,3,Atherton,California,09-10-2020
2119,2119,Occidental College,5,Los Angeles,California,09-10-2020
2120,2120,Pepperdine University,21,Malibu,California,09-10-2020
2121,2121,Rio Hondo College*,8,Whittier,California,09-10-2020
2122,2122,Saint Mary's College of California,8,Moraga,California,09-10-2020
2123,2123,San Diego State University System,32,San Diego,California,09-10-2020
2124,2124,San Francisco State University,4,San Francisco,California,09-10-2020
2125,2125,San Jose State University,41,San Jose,California,09-10-2020
2126,2126,Santa Clara University,11,Santa Clara,California,09-10-2020
2127,2127,Santa Monica College,15,Santa Monica,California,09-10-2020
2128,2128,Scripps College,1,Claremont,California,09-10-2020
2129,2129,Shasta College,1,Redding,California,09-10-2020
2130,2130,Stanford University*,136,Stanford,California,09-10-2020
2131,2131,"University of California, Berkeley",146,Berkeley,California,09-10-2020
2132,2132,"University of California, Davis",70,Davis,California,09-10-2020
2133,2133,"University of California, Hastings College of Law",1,San Francisco,California,09-10-2020
2134,2134,"University of California, Irvine",97,Irvine,California,09-10-2020
2135,2135,"University of California, Los Angeles",126,Los Angeles,California,09-10-2020
2136,2136,"University of California, Merced",1,Merced,California,09-10-2020
2137,2137,"University of California, Riverside",56,Riverside,California,09-10-2020
2138,2138,"University of California, San Diego*",252,San Diego,California,09-10-2020
2139,2139,"University of California, Santa Barbara",11,Santa Barbara,California,09-10-2020
2140,2140,"University of California, Santa Cruz",16,Santa Cruz,California,09-10-2020
2141,2141,University of Redlands,5,Redlands,California,09-10-2020
2142,2142,University of San Diego,1,San Diego,California,09-10-2020
2143,2143,University of San Francisco,6,San Francisco,California,09-10-2020
2144,2144,University of Southern California,256,Los Angeles,California,09-10-2020
2145,2145,Adams State University,2,Alamosa,Colorado,09-10-2020
2146,2146,Arapahoe Community College,3,Littleton,Colorado,09-10-2020
2147,2147,Colorado Christian University,1,Lakewood,Colorado,09-10-2020
2148,2148,Colorado College,6,Colorado Springs,Colorado,09-10-2020
2149,2149,Colorado School of Mines,15,Golden,Colorado,09-10-2020
2150,2150,Colorado State University,100,Fort Collins,Colorado,09-10-2020
2151,2151,Fort Lewis College,18,Durango,Colorado,09-10-2020
2152,2152,Front Range Community College,2,Westminster,Colorado,09-10-2020
2153,2153,Metropolitan State University of Denver,4,Denver,Colorado,09-10-2020
2154,2154,Pikes Peak Community College,2,Colorado Springs,Colorado,09-10-2020
2155,2155,Regis University,1,Denver,Colorado,09-10-2020
2156,2156,University of Colorado Boulder,68,Boulder,Colorado,09-10-2020
2157,2157,University of Colorado Colorado Springs,3,Colorado Springs,Colorado,09-10-2020
2158,2158,University of Colorado Denver and Anschutz Medical Campus,1,Aurora,Colorado,09-10-2020
2159,2159,University of Denver,14,Denver,Colorado,09-10-2020
2160,2160,University of Northern Colorado,16,Greeley,Colorado,09-10-2020
2161,2161,Western Colorado University,12,Gunnison,Colorado,09-10-2020
2162,2162,Central Connecticut State University,30,New Britain,Connecticut,09-10-2020
2163,2163,Connecticut College,1,New London,Connecticut,09-10-2020
2164,2164,Sacred Heart University,6,Fairfield,Connecticut,09-10-2020
2165,2165,Trinity College,1,Hartford,Connecticut,09-10-2020
2166,2166,United States Coast Guard Academy,9,New London,Connecticut,09-10-2020
2167,2167,University of Connecticut*,186,Storrs,Connecticut,09-10-2020
2168,2168,University of Hartford,1,West Hartford,Connecticut,09-10-2020
2169,2169,Wesleyan University,1,MIddletown,Connecticut,09-10-2020
2170,2170,Yale University,126,New Haven,Connecticut,09-10-2020
2171,2171,Delaware State University,23,Dover,Delaware,09-10-2020
2172,2172,Delaware Technical Community College Dover,2,Dover,Delaware,09-10-2020
2173,2173,Delaware Technical Community College Georgetown,6,Georgetown,Delaware,09-10-2020
2174,2174,Delaware Technical Community College Stanton,3,Stanton,Delaware,09-10-2020
2175,2175,University of Delaware,30,Newark,Delaware,09-10-2020
2176,2176,Barry University,1,Miami,Florida,09-10-2020
2177,2177,Eckerd College,1,Saint Petersburg,Florida,09-10-2020
2178,2178,Embry-Riddle Aeronautical University at Daytona Beach,36,Daytona Beach,Florida,09-10-2020
2179,2179,Flagler College,1,St. Augustine,Florida,09-10-2020
2180,2180,Florida A&M University,9,Tallahassee,Florida,09-10-2020
2181,2181,Florida Atlantic University,6,Boca Raton,Florida,09-10-2020
2182,2182,Florida College,30,Temple Terrace,Florida,09-10-2020
2183,2183,Florida Gulf Coast University,18,Fort Myers,Florida,09-10-2020
2184,2184,Florida Institute of Technology,14,Melbourne,Florida,09-10-2020
2185,2185,Florida International University,139,Miami,Florida,09-10-2020
2186,2186,Florida Polytechnic University,9,Lakeland,Florida,09-10-2020
2187,2187,Florida State College at Jacksonville,14,Jacksonville,Florida,09-10-2020
2188,2188,Florida State University,129,Tallahassee,Florida,09-10-2020
2189,2189,Jacksonville University,16,Jacksonville,Florida,09-10-2020
2190,2190,Miami Dade College,122,Miami,Florida,09-10-2020
2191,2191,New College of Florida,2,Sarasota,Florida,09-10-2020
2192,2192,North Florida College,6,Madison,Florida,09-10-2020
2193,2193,Northwest Florida State College,8,Niceville,Florida,09-10-2020
2194,2194,Nova Southeastern University,1,Fort Lauderdale,Florida,09-10-2020
2195,2195,Palm Beach Atlantic University,20,West Palm Beach,Florida,09-10-2020
2196,2196,Polk State College,26,Winter Haven,Florida,09-10-2020
2197,2197,Rollins College,1,Winter Park,Florida,09-10-2020
2198,2198,South Florida State College,9,Avon Park,Florida,09-10-2020
2199,2199,St. Petersburg College,18,St. Petersburg,Florida,09-10-2020
2200,2200,"State College of Florida, Manatee-Sarasota",23,Bradenton,Florida,09-10-2020
2201,2201,Stetson University,30,DeLand,Florida,09-10-2020
2202,2202,University of Central Florida,754,Orlando,Florida,09-10-2020
2203,2203,University of Florida,196,Gainesville,Florida,09-10-2020
2204,2204,University of Miami*,197,Miami,Florida,09-10-2020
2205,2205,University of North Florida,35,Jacksonville,Florida,09-10-2020
2206,2206,University of South Florida*,238,Tampa,Florida,09-10-2020
2207,2207,University of South Florida Sarasota-Manatee,5,Sarasota,Florida,09-10-2020
2208,2208,"University of South Florida, St. Petersburg",12,St. Petersburg,Florida,09-10-2020
2209,2209,University of Tampa,4,Tampa,Florida,09-10-2020
2210,2210,University of West Florida,70,Pensacola,Florida,09-10-2020
2211,2211,Valencia College,21,Orlando,Florida,09-10-2020
2212,2212,Abraham Baldwin Agricultural College,35,Tifton,Georgia,09-10-2020
2213,2213,Agnes Scott College,1,Decatur,Georgia,09-10-2020
2214,2214,Albany State University,37,Albany,Georgia,09-10-2020
2215,2215,Augusta University,115,Augusta,Georgia,09-10-2020
2216,2216,Berry College,29,Mount Berry,Georgia,09-10-2020
2217,2217,Clayton State University,48,Morrow,Georgia,09-10-2020
2218,2218,College of Coastal Georgia,35,Brunswick,Georgia,09-10-2020
2219,2219,Dalton State College,9,Dalton,Georgia,09-10-2020
2220,2220,East Georgia State College,15,Swainsboro,Georgia,09-10-2020
2221,2221,Emory University,112,Atlanta,Georgia,09-10-2020
2222,2222,Fort Valley State University,26,Fort Valley,Georgia,09-10-2020
2223,2223,Georgia College & State University,594,Milledgeville,Georgia,09-10-2020
2224,2224,Georgia Gwinnett College,43,Lawrenceville,Georgia,09-10-2020
2225,2225,Georgia Highlands College,14,Rome,Georgia,09-10-2020
2226,2226,Georgia Institute of Technology,532,Atlanta,Georgia,09-10-2020
2227,2227,Georgia Military College,1,Milledgeville,Georgia,09-10-2020
2228,2228,Georgia Southern University,638,Statesboro,Georgia,09-10-2020
2229,2229,Georgia Southwestern State University,16,Americus,Georgia,09-10-2020
2230,2230,Georgia State University,107,Atlanta,Georgia,09-10-2020
2231,2231,LaGrange College,1,LaGrange,Georgia,09-10-2020
2232,2232,Mercer University,135,Macon,Georgia,09-10-2020
2233,2233,Middle Georgia State University,51,Macon,Georgia,09-10-2020
2234,2234,South Georgia State College,4,Douglas,Georgia,09-10-2020
2235,2235,University of Georgia,698,Athens,Georgia,09-10-2020
2236,2236,University of North Georgia,242,Dahlonega,Georgia,09-10-2020
2237,2237,University of West Georgia,93,Carrollton,Georgia,09-10-2020
2238,2238,Valdosta State University,51,Valdosta,Georgia,09-10-2020
2239,2239,Wesleyan College,10,Macon,Georgia,09-10-2020
2240,2240,Hawaii Pacific University,1,Honolulu,Hawaii,09-10-2020
2241,2241,Kapiolani Community College,2,Honolulu,Hawaii,09-10-2020
2242,2242,Leeward Community College,3,Pearl City,Hawaii,09-10-2020
2243,2243,University of Hawaii Maui College,1,Kahului,Hawaii,09-10-2020
2244,2244,University of Hawaii at Manoa,7,Honolulu,Hawaii,09-10-2020
2245,2245,Boise State University,50,Boise,Idaho,09-10-2020
2246,2246,Brigham Young University-Idaho,1,Rexburg,Idaho,09-10-2020
2247,2247,College of Idaho,22,Caldwell,Idaho,09-10-2020
2248,2248,College of Southern Idaho,3,Twin Falls,Idaho,09-10-2020
2249,2249,Idaho State University,44,Pocatello,Idaho,09-10-2020
2250,2250,Lewis-Clark State College,2,Lewiston,Idaho,09-10-2020
2251,2251,Northwest Nazarene University,1,Nampa,Idaho,09-10-2020
2252,2252,University of Idaho,83,Moscow,Idaho,09-10-2020
2253,2253,Aurora University,1,Aurora,Illinois,09-10-2020
2254,2254,Bradley University,21,Peoria,Illinois,09-10-2020
2255,2255,Chicago State University,17,Chicago,Illinois,09-10-2020
2256,2256,Concordia University Chicago,1,River Forest,Illinois,09-10-2020
2257,2257,DePaul University,1,Chicago,Illinois,09-10-2020
2258,2258,Dominican University,1,River Forest,Illinois,09-10-2020
2259,2259,Eastern Illinois University,70,Charleston,Illinois,09-10-2020
2260,2260,Elmhurst College,8,Elmhurst,Illinois,09-10-2020
2261,2261,Eureka College,1,Eureka,Illinois,09-10-2020
2262,2262,Governors State University,3,University Park,Illinois,09-10-2020
2263,2263,Greenville University,9,Greenville,Illinois,09-10-2020
2264,2264,Illinois Institute of Technology,30,Chicago,Illinois,09-10-2020
2265,2265,Illinois State University,"1,029",Normal,Illinois,09-10-2020
2266,2266,Illinois Wesleyan University,40,Bloomington,Illinois,09-10-2020
2267,2267,Lake Forest College,1,Lake Forest,Illinois,09-10-2020
2268,2268,Lewis University,1,Romeoville,Illinois,09-10-2020
2269,2269,Loyola University Chicago,1,Chicago,Illinois,09-10-2020
2270,2270,McKendree University,28,Lebanon,Illinois,09-10-2020
2271,2271,Midwestern University at Downers Grove,30,Downers Grove,Illinois,09-10-2020
2272,2272,Millikin University,3,Decatur,Illinois,09-10-2020
2273,2273,Monmouth College,3,Monmouth,Illinois,09-10-2020
2274,2274,North Central College,18,Naperville,Illinois,09-10-2020
2275,2275,North Park University,4,Chicago,Illinois,09-10-2020
2276,2276,Northeastern Illinois University,39,Chicago,Illinois,09-10-2020
2277,2277,Northern Illinois University,11,Dekalb,Illinois,09-10-2020
2278,2278,Northwestern University,59,Evanston,Illinois,09-10-2020
2279,2279,Olivet Nazarene University,9,Bourbonnais,Illinois,09-10-2020
2280,2280,Principia College,1,Elsah,Illinois,09-10-2020
2281,2281,Quincy University,3,Quincy,Illinois,09-10-2020
2282,2282,Saint Xavier University,4,Chicago,Illinois,09-10-2020
2283,2283,School of the Art Institute of Chicago,1,Chicago,Illinois,09-10-2020
2284,2284,Southern Illinois University Carbondale,6,Carbondale,Illinois,09-10-2020
2285,2285,Southern Illinois University Edwardsville,1,Edwardsville,Illinois,09-10-2020
2286,2286,University of Chicago,49,Chicago,Illinois,09-10-2020
2287,2287,University of Illinois Springfield,15,Springfield,Illinois,09-10-2020
2288,2288,University of Illinois Urbana-Champaign,772,Champaign,Illinois,09-10-2020
2289,2289,University of Illinois at Chicago,54,Chicago,Illinois,09-10-2020
2290,2290,Western Illinois University,32,Macomb,Illinois,09-10-2020
2291,2291,Wheaton College,3,Wheaton,Illinois,09-10-2020
2292,2292,Ball State University,590,Muncie,Indiana,09-10-2020
2293,2293,Butler University,53,Indianapolis,Indiana,09-10-2020
2294,2294,DePauw University,30,Greencastle,Indiana,09-10-2020
2295,2295,Goshen College,1,Goshen,Indiana,09-10-2020
2296,2296,Indiana State University,20,Terre Haute,Indiana,09-10-2020
2297,2297,Indiana University Bloomington,12,Bloomington,Indiana,09-10-2020
2298,2298,Purdue University,145,West Lafayette,Indiana,09-10-2020
2299,2299,Purdue University Fort Wayne,1,Fort Wayne,Indiana,09-10-2020
2300,2300,Purdue University Northwest,7,Hammond,Indiana,09-10-2020
2301,2301,Saint Mary's College,34,Notre Dame,Indiana,09-10-2020
2302,2302,Taylor University,3,Upland,Indiana,09-10-2020
2303,2303,Trine University,11,Angola,Indiana,09-10-2020
2304,2304,University of Evansville,14,Evansville,Indiana,09-10-2020
2305,2305,University of Notre Dame,579,Notre Dame,Indiana,09-10-2020
2306,2306,University of Southern Indiana,31,Evansville,Indiana,09-10-2020
2307,2307,Valparaiso University,9,Valparaiso,Indiana,09-10-2020
2308,2308,Wabash College,3,Crawfordsville,Indiana,09-10-2020
2309,2309,Clarke University,11,Dubuque,Iowa,09-10-2020
2310,2310,Coe College,24,Cedar Rapids,Iowa,09-10-2020
2311,2311,Dordt University,9,Sioux Center,Iowa,09-10-2020
2312,2312,Graceland University,7,Lamoni,Iowa,09-10-2020
2313,2313,Iowa State University,852,Ames,Iowa,09-10-2020
2314,2314,Iowa Wesleyan University,36,Mount Pleasant,Iowa,09-10-2020
2315,2315,Luther College,3,Decorah,Iowa,09-10-2020
2316,2316,Morningside College,4,Sioux City,Iowa,09-10-2020
2317,2317,Northwestern College,17,Orange City,Iowa,09-10-2020
2318,2318,Simpson College,7,Indianola,Iowa,09-10-2020
2319,2319,University of Iowa,962,Iowa City,Iowa,09-10-2020
2320,2320,University of Northern Iowa,78,Cedar Falls,Iowa,09-10-2020
2321,2321,Upper Iowa University,9,Fayette,Iowa,09-10-2020
2322,2322,Wartburg College,7,Waverly,Iowa,09-10-2020
2323,2323,William Penn University,30,Oskaloosa,Iowa,09-10-2020
2324,2324,Baker University,24,Baldwin City,Kansas,09-10-2020
2325,2325,Benedictine College,43,Atchison,Kansas,09-10-2020
2326,2326,Bethel College,54,North Newton,Kansas,09-10-2020
2327,2327,Butler Community College,27,El Dorado,Kansas,09-10-2020
2328,2328,Central Christian College,8,McPherson,Kansas,09-10-2020
2329,2329,Emporia State University,18,Emporia,Kansas,09-10-2020
2330,2330,Fort Hays State University,33,Hays,Kansas,09-10-2020
2331,2331,Johnson County Community College,26,Overland Park,Kansas,09-10-2020
2332,2332,Kansas State University,409,Manhattan,Kansas,09-10-2020
2333,2333,Kansas Wesleyan University,5,Salina,Kansas,09-10-2020
2334,2334,Labette Community College,5,Parsons,Kansas,09-10-2020
2335,2335,Newman University,4,Whichita,Kansas,09-10-2020
2336,2336,Pittsburg State University,96,Pittsburg,Kansas,09-10-2020
2337,2337,University of Kansas,540,Lawrence,Kansas,09-10-2020
2338,2338,Washburn University,30,Topeka,Kansas,09-10-2020
2339,2339,Wichita State University,35,Wichita,Kansas,09-10-2020
2340,2340,Alice Lloyd College,9,Pippa Passes,Kentucky,09-10-2020
2341,2341,Asbury University,2,Wilmore,Kentucky,09-10-2020
2342,2342,Bellarmine University,10,Louisville,Kentucky,09-10-2020
2343,2343,Berea College,2,Berea,Kentucky,09-10-2020
2344,2344,Big Sandy Community and Technical College,1,Prestonsburg,Kentucky,09-10-2020
2345,2345,Campbellsville University,7,Campbellsville,Kentucky,09-10-2020
2346,2346,Centre College,7,Danville,Kentucky,09-10-2020
2347,2347,Eastern Kentucky University,56,Richmond,Kentucky,09-10-2020
2348,2348,Elizabethtown Community and Technical College,3,Elizabethtown,Kentucky,09-10-2020
2349,2349,Georgetown College,27,Georgetown,Kentucky,09-10-2020
2350,2350,Henderson Community College,2,Henderson,Kentucky,09-10-2020
2351,2351,Kentucky State University,5,Frankfort,Kentucky,09-10-2020
2352,2352,Kentucky Wesleyan College,13,Owensboro,Kentucky,09-10-2020
2353,2353,Madisonville Community College,1,Madisonville,Kentucky,09-10-2020
2354,2354,Morehead State University,38,Morehead,Kentucky,09-10-2020
2355,2355,Murray State University,43,Murray,Kentucky,09-10-2020
2356,2356,Northern Kentucky University,3,Highland Heights,Kentucky,09-10-2020
2357,2357,Southcentral Kentucky Community and Technical College,6,Bowling Green,Kentucky,09-10-2020
2358,2358,Spalding University,1,Louisville,Kentucky,09-10-2020
2359,2359,Thomas More University,6,Crestview Hills,Kentucky,09-10-2020
2360,2360,Transylvania University,30,Lexington,Kentucky,09-10-2020
2361,2361,Union College,33,Barbourville,Kentucky,09-10-2020
2362,2362,University of Kentucky,760,Lexington,Kentucky,09-10-2020
2363,2363,University of Louisville,124,Louisville,Kentucky,09-10-2020
2364,2364,University of Pikeville,8,Pikeville,Kentucky,09-10-2020
2365,2365,University of the Cumberlands,3,Williamsburg,Kentucky,09-10-2020
2366,2366,West Kentucky Community and Technical College,3,Paducah,Kentucky,09-10-2020
2367,2367,Western Kentucky University,299,Bowling Green,Kentucky,09-10-2020
2368,2368,Centenary College of Louisiana,20,Shreveport,Louisiana,09-10-2020
2369,2369,Grambling State University,8,Grambling,Louisiana,09-10-2020
2370,2370,Louisiana State University,47,Baton Rouge,Louisiana,09-10-2020
2371,2371,Louisiana State University Alexandria,9,Alexandria,Louisiana,09-10-2020
2372,2372,"Louisiana State University Health Sciences Center, New Orleans*",232,New Orleans,Louisiana,09-10-2020
2373,2373,"Louisiana State University Health Sciences Center, Shreveport*",1,Shreveport,Louisiana,09-10-2020
2374,2374,Louisiana Tech University,25,Ruston,Louisiana,09-10-2020
2375,2375,Loyola University New Orleans,19,New Orleans,Louisiana,09-10-2020
2376,2376,Nicholls State University,60,Thibodaux,Louisiana,09-10-2020
2377,2377,Northwestern State University of Louisiana,30,Natchitoches,Louisiana,09-10-2020
2378,2378,Southeastern Louisiana University,1,Hammond,Louisiana,09-10-2020
2379,2379,Southern University Law Center,7,Baton Rouge,Louisiana,09-10-2020
2380,2380,Southern University and A&M College,42,Baton Rouge,Louisiana,09-10-2020
2381,2381,Southern University at New Orleans,15,New Orleans,Louisiana,09-10-2020
2382,2382,Tulane University of Louisiana,155,New Orleans,Louisiana,09-10-2020
2383,2383,University of Louisiana Monroe,15,Monroe,Louisiana,09-10-2020
2384,2384,University of Louisiana at Lafayette,6,Lafeyette,Louisiana,09-10-2020
2385,2385,University of New Orleans,8,New Orleans,Louisiana,09-10-2020
2386,2386,Bates College,3,Lewiston,Maine,09-10-2020
2387,2387,Colby College,7,Waterville,Maine,09-10-2020
2388,2388,Maine Maritime Academy,1,Castine,Maine,09-10-2020
2389,2389,University of Maine,6,Orono,Maine,09-10-2020
2390,2390,University of Maine Farmington,1,Farmington,Maine,09-10-2020
2391,2391,University of Maine at Fort Kent,1,Fort Kent,Maine,09-10-2020
2392,2392,University of New England,2,Biddeford,Maine,09-10-2020
2393,2393,University of Southern Maine,2,Portland,Maine,09-10-2020
2394,2394,Bowie State University,7,Bowie,Maryland,09-10-2020
2395,2395,Hood College,4,Frederick,Maryland,09-10-2020
2396,2396,Johns Hopkins University,1,Baltimore,Maryland,09-10-2020
2397,2397,McDaniel College,5,Westminster,Maryland,09-10-2020
2398,2398,Morgan State University,13,Baltimore,Maryland,09-10-2020
2399,2399,Mount St. Mary's University,17,Emmitsburg,Maryland,09-10-2020
2400,2400,Salisbury University,12,Salisbury,Maryland,09-10-2020
2401,2401,St. Mary's College of Maryland,4,St. Mary's City,Maryland,09-10-2020
2402,2402,Stevenson University,45,Stevenson,Maryland,09-10-2020
2403,2403,Towson University,124,Towson,Maryland,09-10-2020
2404,2404,United States Naval Academy,7,Annapolis,Maryland,09-10-2020
2405,2405,University of Maryland Eastern Shore,23,Princess Anne,Maryland,09-10-2020
2406,2406,"University of Maryland, Baltimore",1,Baltimore,Maryland,09-10-2020
2407,2407,"University of Maryland, Baltimore County",31,Baltimore,Maryland,09-10-2020
2408,2408,"University of Maryland, College Park",51,College Park,Maryland,09-10-2020
2409,2409,American International College,1,Springfield,Massachusetts,09-10-2020
2410,2410,Amherst College,3,Amherst,Massachusetts,09-10-2020
2411,2411,Anna Maria College,1,Paxton,Massachusetts,09-10-2020
2412,2412,Babson College,2,Wellesley,Massachusetts,09-10-2020
2413,2413,Bentley University,2,Waltham,Massachusetts,09-10-2020
2414,2414,Boston College,10,Chestnut Hill,Massachusetts,09-10-2020
2415,2415,Boston University,44,Boston,Massachusetts,09-10-2020
2416,2416,Brandeis University,9,Waltham,Massachusetts,09-10-2020
2417,2417,Clark University,4,Worcester,Massachusetts,09-10-2020
2418,2418,College of the Holy Cross,1,Worcester,Massachusetts,09-10-2020
2419,2419,Eastern Nazarene College,6,Quincy,Massachusetts,09-10-2020
2420,2420,Emerson College,3,Boston,Massachusetts,09-10-2020
2421,2421,Emmanuel College,4,Boston,Massachusetts,09-10-2020
2422,2422,Framingham State University,2,Framingham,Massachusetts,09-10-2020
2423,2423,Harvard University,34,Cambridge,Massachusetts,09-10-2020
2424,2424,Hebrew College,1,Newton Centre,Massachusetts,09-10-2020
2425,2425,Massachusetts College of Pharmacy and Health Sciences*,4,Boston,Massachusetts,09-10-2020
2426,2426,Massachusetts Institute of Technology,8,Cambridge,Massachusetts,09-10-2020
2427,2427,Mount Holyoke College,3,South Hadley,Massachusetts,09-10-2020
2428,2428,Northeastern University,10,Boston,Massachusetts,09-10-2020
2429,2429,Smith College,2,Northampton,Massachusetts,09-10-2020
2430,2430,Suffolk University,13,Boston,Massachusetts,09-10-2020
2431,2431,Tufts University,3,Medford,Massachusetts,09-10-2020
2432,2432,University of Massachusetts Amherst,12,Amherst,Massachusetts,09-10-2020
2433,2433,University of Massachusetts Boston,16,Boston,Massachusetts,09-10-2020
2434,2434,University of Massachusetts Dartmouth,1,Dartmouth,Massachusetts,09-10-2020
2435,2435,University of Massachusetts Lowell,2,Lowell,Massachusetts,09-10-2020
2436,2436,University of Massachusetts Medical School*,8,Worcester,Massachusetts,09-10-2020
2437,2437,Wellesley College,2,Wellesley,Massachusetts,09-10-2020
2438,2438,Western New England University,3,Springfield,Massachusetts,09-10-2020
2439,2439,Wheaton College,1,Norton,Massachusetts,09-10-2020
2440,2440,Williams College,1,Williamstown,Massachusetts,09-10-2020
2441,2441,Worcester Polytechnic Institute,3,Worcester,Massachusetts,09-10-2020
2442,2442,Worcester State University,33,Worcester,Massachusetts,09-10-2020
2443,2443,Adrian College,124,Adrian,Michigan,09-10-2020
2444,2444,Alma College,4,Alma,Michigan,09-10-2020
2445,2445,Andrews University,8,Berrien Springs,Michigan,09-10-2020
2446,2446,Aquinas College,4,Grand Rapids,Michigan,09-10-2020
2447,2447,Central Michigan University,142,Mount Pleasant,Michigan,09-10-2020
2448,2448,Davenport University,1,Grand Rapids,Michigan,09-10-2020
2449,2449,Eastern Michigan University,15,Ypsilanti,Michigan,09-10-2020
2450,2450,Ferris State University,10,Big Rapids,Michigan,09-10-2020
2451,2451,Finlandia University,2,Hancock,Michigan,09-10-2020
2452,2452,Grand Rapids Community College,2,Grand Rapids,Michigan,09-10-2020
